Pipe_Size_mm,Thickness_mm,Material,Grade,Max_Pressure_psi,Temperature_C,Corrosion_Impact_Percent,Thickness_Loss_mm,Material_Loss_Percent,Time_Years,Condition,Failure_Risk,Inspection_Cost,Repair_Cost,Downtime,Recommended_Action
1200,29.76,HDPE,ASTM A333 Grade 6,1500,26.7,2.75,9.71,32.63,14,Critical,0.5427244433475962,589,16531,9,Schedule Inspection
250,14.25,Fiberglass,ASTM A106 Grade B,600,78.3,8.49,4.82,33.82,11,Moderate,0.25179905890695276,1868,19721,9,Monitor
100,7.2,PVC,API 5L X52,300,56.0,4.52,2.54,35.28,11,Moderate,0.34569599350391944,849,7822,9,Monitor
200,6.0,Carbon Steel,ASTM A333 Grade 6,2500,54.9,6.59,2.97,49.5,3,Moderate,0.18159771680142567,1982,9943,6,Monitor
150,7.85,Stainless Steel,API 5L X65,1500,80.3,13.23,4.91,62.55,13,Moderate,0.9084505613336283,1786,11530,6,Immediate Repair
200,6.59,Stainless Steel,API 5L X42,900,21.4,12.65,1.39,21.09,17,Normal,0.5833917947661205,1874,16116,5,Schedule Inspection
1500,23.28,PVC,API 5L X65,300,55.9,7.31,3.44,14.78,24,Moderate,0.4008514167636399,1631,5258,9,Schedule Inspection
200,8.95,Fiberglass,ASTM A106 Grade B,2500,-14.8,7.22,4.9,54.75,20,Moderate,0.4620058036441327,1562,5282,8,Schedule Inspection
500,23.11,Carbon Steel,API 5L X65,900,-25.8,0.55,7.04,30.46,19,Critical,0.9472833396118153,1408,18937,7,Immediate Repair
250,7.67,Carbon Steel,ASTM A333 Grade 6,300,17.0,13.07,4.56,59.45,14,Moderate,0.1533514031160802,658,6898,7,Monitor
100,5.11,PVC,API 5L X42,300,29.8,9.35,8.54,167.12,12,Critical,0.5862298320167972,1458,9135,6,Schedule Inspection
150,5.98,Carbon Steel,ASTM A333 Grade 6,150,30.0,16.0,8.47,141.64,2,Critical,0.505888678884466,811,11629,5,Schedule Inspection
500,11.8,Stainless Steel,API 5L X42,1500,9.0,4.58,7.75,65.68,7,Critical,0.6114542354346478,1764,16168,4,Schedule Inspection
100,7.56,PVC,ASTM A106 Grade B,150,38.4,9.05,2.22,29.37,25,Moderate,0.01811018382084051,944,15459,3,Monitor
250,12.07,HDPE,API 5L X52,600,5.4,2.33,9.2,76.22,17,Critical,0.8721239089441515,797,8200,3,Immediate Repair
400,15.86,Carbon Steel,ASTM A333 Grade 6,150,24.0,1.32,1.06,6.68,1,Normal,0.9321182824836124,1451,10110,6,Immediate Repair
150,5.86,PVC,ASTM A333 Grade 6,900,-9.0,1.97,4.22,72.01,7,Moderate,0.5651331835892089,535,12167,4,Schedule Inspection
250,10.98,Carbon Steel,API 5L X52,300,-13.0,8.3,5.05,45.99,23,Critical,0.6966508238768923,1607,5612,6,Schedule Inspection
1000,20.36,Stainless Steel,API 5L X42,600,73.4,9.77,5.07,24.9,20,Critical,0.9224993811772957,1975,19203,3,Immediate Repair
300,9.5,Carbon Steel,API 5L X42,1500,63.9,1.68,1.77,18.63,20,Normal,0.7072386343133986,1908,5687,4,Immediate Repair
250,11.93,Stainless Steel,ASTM A333 Grade 6,900,-1.5,13.99,9.05,75.86,1,Critical,0.15253904291426135,1695,8690,9,Monitor
100,6.48,Carbon Steel,ASTM A106 Grade B,1500,25.2,19.86,0.84,12.96,3,Normal,0.5762883601668132,1899,13804,5,Schedule Inspection
1500,32.42,Carbon Steel,ASTM A333 Grade 6,2500,52.5,14.33,0.35,1.08,9,Normal,0.6067150463828559,1885,7307,7,Schedule Inspection
50,5.91,Stainless Steel,ASTM A333 Grade 6,1500,69.5,12.51,2.88,48.73,3,Moderate,0.424130671302386,1058,12133,2,Schedule Inspection
1200,38.4,Carbon Steel,ASTM A106 Grade B,150,55.4,4.88,5.01,13.05,4,Critical,0.7364442356247228,1390,16205,5,Immediate Repair
400,17.67,Stainless Steel,API 5L X65,1500,93.7,2.43,4.28,24.22,16,Moderate,0.9343670147690148,640,11509,9,Immediate Repair
1500,32.43,Carbon Steel,API 5L X42,1500,74.1,10.62,5.41,16.68,10,Critical,0.9255685129067763,1386,14973,3,Immediate Repair
50,5.77,HDPE,ASTM A106 Grade B,600,145.9,15.87,3.71,64.3,17,Moderate,0.4508393714041321,1641,10906,9,Schedule Inspection
500,24.6,Fiberglass,ASTM A333 Grade 6,2500,112.2,3.86,4.95,20.12,20,Moderate,0.11323804584075525,1800,7591,6,Monitor
1000,17.02,Stainless Steel,API 5L X42,2500,59.2,12.76,4.63,27.2,12,Moderate,0.9848411989623346,1225,15888,4,Immediate Repair
500,20.74,Fiberglass,API 5L X52,900,76.6,8.08,6.73,32.45,21,Critical,0.8388980864459341,1743,18835,7,Immediate Repair
50,4.64,HDPE,ASTM A106 Grade B,300,43.9,10.26,6.19,133.41,12,Critical,0.12466268120326685,1549,19218,8,Monitor
100,7.34,Stainless Steel,API 5L X52,150,43.4,0.36,5.22,71.12,6,Critical,0.9208418826173723,1020,17150,6,Immediate Repair
200,7.11,Stainless Steel,API 5L X42,900,82.3,19.23,9.02,126.86,8,Critical,0.8698963620621283,509,12183,5,Immediate Repair
150,8.14,HDPE,API 5L X52,900,49.4,13.53,1.68,20.64,18,Normal,0.5188380571260721,1483,10248,6,Schedule Inspection
500,20.14,Fiberglass,ASTM A333 Grade 6,2500,-41.4,14.99,7.22,35.85,4,Critical,0.5912754357449292,877,13766,5,Schedule Inspection
250,7.07,HDPE,API 5L X42,1500,83.0,0.67,4.25,60.11,11,Moderate,0.39900270387013026,1181,15102,8,Monitor
1500,39.12,Fiberglass,API 5L X52,2500,40.7,2.54,7.87,20.12,5,Critical,0.05476163882203133,1083,10108,1,Monitor
250,9.86,HDPE,API 5L X65,600,68.4,7.98,6.94,70.39,17,Critical,0.3351972416459009,651,8604,7,Monitor
1500,29.64,Fiberglass,API 5L X42,600,9.4,1.29,8.14,27.46,8,Critical,0.8028534485980114,1219,5669,2,Immediate Repair
1000,20.64,Fiberglass,API 5L X65,150,11.9,15.55,9.03,43.75,24,Critical,0.004632023004602859,1572,9364,9,Monitor
500,10.34,Stainless Steel,API 5L X52,300,84.0,6.19,9.71,93.91,20,Critical,0.3334991716911442,1677,12329,1,Monitor
1500,44.48,Fiberglass,API 5L X52,1500,-29.6,13.89,0.34,0.76,16,Normal,0.3981686935909433,1358,6283,6,Monitor
300,16.19,Stainless Steel,API 5L X42,300,7.5,5.6,3.21,19.83,22,Moderate,0.5373956029379229,1816,5923,9,Schedule Inspection
400,10.36,Fiberglass,API 5L X52,300,47.7,12.23,8.44,81.47,1,Critical,0.9198556164127605,549,6125,1,Immediate Repair
200,11.25,Carbon Steel,API 5L X65,150,49.9,14.66,0.79,7.02,21,Normal,0.34634599436596125,1163,6529,4,Monitor
1500,48.21,HDPE,API 5L X65,300,-7.8,11.53,4.54,9.42,2,Moderate,0.3469532018962277,1030,19046,4,Monitor
500,24.71,Fiberglass,ASTM A106 Grade B,1500,117.0,15.95,3.69,14.93,13,Moderate,0.7375012481097484,1583,14786,9,Immediate Repair
800,24.54,HDPE,API 5L X65,600,50.1,17.02,6.98,28.44,17,Critical,0.45221794088980716,1690,13438,5,Schedule Inspection
250,8.64,Carbon Steel,API 5L X52,1500,21.6,2.68,3.21,37.15,20,Moderate,0.22460482293998196,1725,8711,5,Monitor
800,28.92,Stainless Steel,API 5L X65,900,42.4,10.21,8.9,30.77,21,Critical,0.4524395161326934,1356,13004,6,Schedule Inspection
300,7.69,HDPE,API 5L X52,300,54.7,18.17,6.39,83.09,16,Critical,0.14085702037979986,645,14752,1,Monitor
300,12.66,Fiberglass,ASTM A106 Grade B,1500,135.4,2.77,5.85,46.21,25,Critical,0.1763869865062233,1414,11274,1,Monitor
150,7.37,HDPE,API 5L X65,300,24.0,17.39,5.32,72.18,16,Critical,0.49836777273947974,1492,15592,9,Schedule Inspection
800,29.97,Carbon Steel,API 5L X65,150,29.2,0.68,8.88,29.63,6,Critical,0.4189254495045479,1962,15435,3,Schedule Inspection
250,6.91,Carbon Steel,API 5L X65,600,117.5,9.05,9.44,136.61,4,Critical,0.9148459010681,741,8864,4,Immediate Repair
1200,23.28,PVC,ASTM A333 Grade 6,900,-3.5,5.46,2.8,12.03,2,Moderate,0.3623938991166331,1080,15131,1,Monitor
150,5.13,Stainless Steel,API 5L X52,300,70.6,4.04,4.43,86.35,16,Moderate,0.5805883502780435,1186,18217,9,Schedule Inspection
800,28.48,Carbon Steel,API 5L X52,2500,73.0,5.76,1.51,5.3,19,Normal,0.6322642879195304,982,12833,8,Schedule Inspection
100,6.36,Carbon Steel,API 5L X52,600,144.7,19.8,7.5,117.92,9,Critical,0.013094456588333636,1631,16261,2,Monitor
50,3.16,Carbon Steel,API 5L X65,600,40.4,12.22,5.14,162.66,1,Critical,0.6635373720167106,1749,11788,8,Schedule Inspection
1000,24.52,HDPE,API 5L X52,300,42.2,19.14,5.62,22.92,13,Critical,0.17803596686975143,1172,5226,7,Monitor
500,11.99,PVC,API 5L X52,900,24.5,8.12,3.88,32.36,16,Moderate,0.9610703174694551,1130,16739,6,Immediate Repair
100,5.28,Fiberglass,ASTM A333 Grade 6,1500,-15.4,7.52,0.93,17.61,5,Normal,0.14866272775311296,1160,5264,1,Monitor
300,10.97,PVC,API 5L X42,150,-42.6,11.52,4.7,42.84,16,Moderate,0.41462412372702373,1161,14587,7,Schedule Inspection
1200,24.25,Carbon Steel,API 5L X42,300,59.6,2.35,5.71,23.55,19,Critical,0.08534966807864386,1955,16749,7,Monitor
150,5.58,PVC,API 5L X52,900,33.2,13.73,2.75,49.28,14,Moderate,0.9968742518459474,1304,18745,9,Immediate Repair
1500,49.53,PVC,API 5L X65,150,11.1,15.18,0.31,0.63,7,Normal,0.5021950103312426,918,5645,1,Schedule Inspection
500,24.55,Fiberglass,ASTM A106 Grade B,900,-4.0,18.89,7.2,29.33,17,Critical,0.5953850173200438,1487,19546,2,Schedule Inspection
300,16.9,Fiberglass,API 5L X42,2500,102.6,5.02,8.27,48.93,3,Critical,0.06707647738842748,1978,12544,9,Monitor
1200,39.48,Stainless Steel,ASTM A333 Grade 6,300,-48.4,18.95,7.62,19.3,15,Critical,0.7499604703991778,1683,18706,9,Immediate Repair
400,13.2,PVC,API 5L X42,2500,-18.2,17.05,7.78,58.94,2,Critical,0.20990559309558576,1149,10569,6,Monitor
800,23.08,Fiberglass,API 5L X65,900,52.5,10.44,4.15,17.98,23,Moderate,0.8980542894407137,1468,7990,6,Immediate Repair
100,7.57,Carbon Steel,ASTM A333 Grade 6,2500,18.0,4.41,7.7,101.72,18,Critical,0.20513964048200717,1089,18675,4,Monitor
250,11.58,PVC,API 5L X65,600,32.0,1.09,1.9,16.41,7,Normal,0.19068772066366657,1600,15091,4,Monitor
50,4.12,Carbon Steel,ASTM A106 Grade B,600,-15.7,18.51,2.24,54.37,1,Moderate,0.03654966784809488,1008,7504,5,Monitor
50,3.71,HDPE,API 5L X52,300,-1.3,1.09,6.23,167.92,1,Critical,0.47206694510999925,940,15964,3,Schedule Inspection
200,11.79,PVC,ASTM A333 Grade 6,900,-24.3,19.29,6.49,55.05,3,Critical,0.5648411332626164,1777,18537,1,Schedule Inspection
250,7.79,Carbon Steel,API 5L X65,1500,29.1,12.27,9.55,122.59,7,Critical,0.06570863942835237,1420,18269,1,Monitor
1200,33.47,HDPE,ASTM A333 Grade 6,600,32.2,1.96,4.88,14.58,2,Moderate,0.7755276166950106,1269,14346,7,Immediate Repair
150,5.79,Fiberglass,API 5L X52,150,-1.8,12.67,2.89,49.91,16,Moderate,0.4532888347480276,1843,5587,1,Schedule Inspection
200,7.88,PVC,ASTM A333 Grade 6,150,-44.1,4.1,0.69,8.76,17,Normal,0.52439026932758,762,17763,1,Schedule Inspection
500,23.77,Fiberglass,API 5L X65,1500,27.2,16.06,3.02,12.71,20,Moderate,0.44076274693822814,1897,15013,3,Schedule Inspection
50,4.47,Fiberglass,ASTM A333 Grade 6,1500,-48.4,12.34,0.96,21.48,20,Normal,0.400763060875326,1136,14177,4,Schedule Inspection
1000,22.01,Carbon Steel,ASTM A333 Grade 6,900,9.0,1.63,1.29,5.86,14,Normal,0.5596403313082179,1690,9079,4,Schedule Inspection
1000,31.87,PVC,ASTM A106 Grade B,1500,68.6,11.36,7.71,24.19,20,Critical,0.1552402459307125,958,8348,2,Monitor
1200,22.36,PVC,API 5L X52,600,-1.7,14.85,0.6,2.68,22,Normal,0.18192813049527112,1498,11299,1,Monitor
1500,27.94,Stainless Steel,ASTM A333 Grade 6,2500,12.6,8.04,5.84,20.9,8,Critical,0.8617856210135173,1803,8831,3,Immediate Repair
500,12.94,Carbon Steel,API 5L X42,900,92.1,14.83,4.63,35.78,6,Moderate,0.9461154621336327,1199,14433,4,Immediate Repair
1200,26.41,Fiberglass,ASTM A106 Grade B,2500,-45.4,4.07,4.3,16.28,16,Moderate,0.37330931627975295,801,13381,3,Monitor
1200,29.7,PVC,API 5L X65,2500,88.7,4.04,8.81,29.66,20,Critical,0.27074467314355377,1741,18728,8,Monitor
50,4.74,HDPE,ASTM A333 Grade 6,2500,76.4,8.88,9.94,209.7,23,Critical,0.6439995432390158,1625,14172,1,Schedule Inspection
200,10.82,HDPE,API 5L X65,300,47.0,10.63,0.19,1.76,3,Normal,0.4087341710980964,1053,14890,2,Schedule Inspection
600,27.32,HDPE,API 5L X52,600,51.3,12.75,0.2,0.73,8,Normal,0.02538635566034486,787,6715,7,Monitor
500,18.36,Carbon Steel,API 5L X42,150,44.2,2.63,1.32,7.19,20,Normal,0.15615259736619036,1690,15785,4,Monitor
250,11.54,HDPE,ASTM A106 Grade B,1500,110.5,2.58,5.89,51.04,1,Critical,0.7159722288473975,1120,17328,8,Immediate Repair
150,8.32,HDPE,ASTM A333 Grade 6,900,73.5,15.64,3.38,40.62,10,Moderate,0.6589239419101514,1505,11450,3,Schedule Inspection
100,6.31,PVC,ASTM A333 Grade 6,2500,29.2,3.95,0.65,10.3,10,Normal,0.02709599250348349,535,18230,6,Monitor
300,8.56,Fiberglass,API 5L X52,150,114.4,6.52,4.85,56.66,13,Moderate,0.22197216193294944,1243,17625,9,Monitor
50,4.45,PVC,API 5L X42,1500,55.6,3.31,1.91,42.92,5,Normal,0.2310747965880714,852,10433,1,Monitor
100,6.43,Stainless Steel,API 5L X52,2500,38.5,4.9,4.86,75.58,13,Moderate,0.6718927435987284,572,6098,1,Schedule Inspection
100,4.31,Stainless Steel,API 5L X42,150,41.2,9.5,3.69,85.61,18,Moderate,0.019710537754364155,1147,12096,8,Monitor
300,7.25,HDPE,API 5L X65,150,37.1,2.62,7.58,104.55,18,Critical,0.10410858198457384,1876,7326,3,Monitor
200,9.94,Carbon Steel,ASTM A333 Grade 6,900,45.4,3.75,1.49,14.99,4,Normal,0.7999160853731894,1593,16439,5,Immediate Repair
150,7.81,HDPE,ASTM A106 Grade B,300,67.2,4.15,1.66,21.25,9,Normal,0.1785446620543336,924,14087,1,Monitor
1000,15.99,Carbon Steel,ASTM A106 Grade B,900,78.1,9.93,8.75,54.72,24,Critical,0.6527461078518747,1498,11416,5,Schedule Inspection
1200,22.08,PVC,API 5L X52,1500,6.1,3.22,7.37,33.38,17,Critical,0.23818278104672652,1207,11980,6,Monitor
1200,34.78,Carbon Steel,API 5L X65,1500,29.1,5.05,6.33,18.2,5,Critical,0.09944139275934516,1060,11763,8,Monitor
600,16.99,Fiberglass,API 5L X52,300,15.1,8.26,8.26,48.62,8,Critical,0.24317219099945409,1327,6674,3,Monitor
250,7.3,HDPE,API 5L X42,2500,50.5,9.36,1.83,25.07,23,Normal,0.7222669318556592,1455,16101,3,Immediate Repair
300,15.46,HDPE,ASTM A106 Grade B,150,-11.8,12.57,7.01,45.34,15,Critical,0.8556964681062857,1016,12950,9,Immediate Repair
1200,33.99,Carbon Steel,API 5L X65,1500,113.4,17.06,5.68,16.71,5,Critical,0.8302198645669916,927,14122,4,Immediate Repair
300,7.84,Stainless Steel,ASTM A106 Grade B,900,65.6,0.66,4.21,53.7,14,Moderate,0.3971835296184548,659,17576,4,Monitor
1500,47.97,PVC,ASTM A106 Grade B,2500,-17.8,2.89,4.41,9.19,15,Moderate,0.6680851365706462,648,13915,7,Schedule Inspection
500,20.29,Stainless Steel,API 5L X65,300,5.0,15.01,9.06,44.65,23,Critical,0.20498429541582097,1275,16132,2,Monitor
1000,23.59,Carbon Steel,API 5L X42,900,23.0,5.08,3.46,14.67,23,Moderate,0.29314773026101326,1753,19607,8,Monitor
400,11.3,Carbon Steel,API 5L X42,300,41.5,11.66,2.21,19.56,23,Moderate,0.8963358185211198,566,11049,6,Immediate Repair
250,14.97,Carbon Steel,ASTM A106 Grade B,150,-17.1,10.0,4.73,31.6,21,Moderate,0.013001923510736035,1513,6089,3,Monitor
200,8.26,Stainless Steel,ASTM A106 Grade B,300,38.2,14.73,7.27,88.01,6,Critical,0.08550853085446808,880,9578,9,Monitor
50,3.43,HDPE,ASTM A333 Grade 6,1500,6.9,8.99,0.14,4.08,22,Normal,0.20788625514602732,557,14127,5,Monitor
50,5.01,Stainless Steel,ASTM A106 Grade B,1500,19.0,19.39,2.58,51.5,15,Moderate,0.026532203873819715,1782,15487,8,Monitor
1000,26.39,Carbon Steel,ASTM A333 Grade 6,2500,17.3,14.12,0.19,0.72,25,Normal,0.18143543508979731,841,5155,7,Monitor
150,7.36,Fiberglass,ASTM A106 Grade B,2500,93.3,19.9,2.14,29.08,15,Moderate,0.5830415609696922,1653,14262,8,Schedule Inspection
150,8.92,Carbon Steel,API 5L X65,1500,45.3,17.74,1.08,12.11,2,Normal,0.42142455059249795,1226,6958,7,Schedule Inspection
100,5.16,Carbon Steel,API 5L X65,600,77.7,16.22,8.21,159.11,14,Critical,0.8926717110769748,1695,15693,3,Immediate Repair
100,4.1,PVC,API 5L X52,900,52.0,12.02,8.56,208.78,21,Critical,0.8174435617384409,1269,11344,2,Immediate Repair
300,15.08,PVC,API 5L X65,1500,26.8,11.1,6.99,46.35,8,Critical,0.34181735169787597,1113,10779,7,Monitor
300,12.3,Fiberglass,API 5L X42,900,-1.9,0.49,8.94,72.68,3,Critical,0.2594234334312925,1732,17411,3,Monitor
1500,25.42,Stainless Steel,API 5L X52,1500,12.3,4.53,0.27,1.06,4,Normal,0.3796924081672669,853,11144,3,Monitor
1500,38.49,Carbon Steel,API 5L X52,1500,47.9,9.79,5.75,14.94,13,Critical,0.5902949425148077,1994,10063,2,Schedule Inspection
250,14.81,HDPE,ASTM A333 Grade 6,2500,70.8,7.22,9.39,63.4,19,Critical,0.26806364082287626,615,8830,4,Monitor
100,4.26,Stainless Steel,API 5L X42,900,17.4,12.07,0.69,16.2,24,Normal,0.624148907849134,1787,14046,8,Schedule Inspection
150,6.8,Stainless Steel,API 5L X52,900,-0.7,17.58,3.43,50.44,7,Moderate,0.4094116521912404,1161,13831,1,Schedule Inspection
600,15.01,HDPE,API 5L X42,300,105.3,0.89,7.62,50.77,2,Critical,0.5520471808519802,1965,15430,1,Schedule Inspection
500,16.93,Fiberglass,API 5L X42,1500,56.6,3.99,9.35,55.23,1,Critical,0.4361265291353167,952,14794,5,Schedule Inspection
200,8.15,Fiberglass,API 5L X42,150,-38.3,8.12,4.02,49.33,17,Moderate,0.29446575954191767,786,11659,5,Monitor
200,11.54,Fiberglass,ASTM A106 Grade B,150,-18.6,9.17,5.72,49.57,12,Critical,0.9484533069621567,1826,5441,1,Immediate Repair
1000,21.38,PVC,API 5L X42,600,23.1,14.04,8.89,41.58,6,Critical,0.7636057941597608,1516,11040,6,Immediate Repair
100,7.35,Carbon Steel,API 5L X42,600,131.2,3.24,4.92,66.94,5,Moderate,0.14011317576645255,810,19126,1,Monitor
1500,41.08,Fiberglass,API 5L X52,1500,16.6,9.56,2.27,5.53,14,Moderate,0.8684679758979128,707,10925,5,Immediate Repair
1200,36.4,HDPE,API 5L X52,150,33.2,4.56,2.09,5.74,21,Moderate,0.48743119824951364,1117,19478,9,Schedule Inspection
100,4.35,PVC,API 5L X52,1500,16.9,11.22,9.53,219.08,10,Critical,0.8945522268940914,945,12358,5,Immediate Repair
250,7.87,Carbon Steel,API 5L X65,2500,8.1,1.97,7.41,94.16,16,Critical,0.7998552559473152,1169,9628,6,Immediate Repair
800,24.15,Fiberglass,API 5L X42,900,-50.0,17.82,1.27,5.26,24,Normal,0.42521350446923345,1132,11370,8,Schedule Inspection
200,8.1,Fiberglass,ASTM A333 Grade 6,150,-19.2,2.78,4.34,53.58,1,Moderate,0.022469308320117398,554,14528,1,Monitor
100,4.08,HDPE,ASTM A106 Grade B,2500,66.9,1.39,9.45,231.62,20,Critical,0.2686773593849461,1411,16892,2,Monitor
1500,23.13,HDPE,API 5L X65,900,147.0,16.41,9.63,41.63,22,Critical,0.5416342146608669,1535,5948,9,Schedule Inspection
800,14.72,Carbon Steel,ASTM A106 Grade B,1500,16.3,3.1,3.54,24.05,2,Moderate,0.6334782198261473,1156,16565,3,Schedule Inspection
200,6.68,Fiberglass,API 5L X65,900,85.8,18.29,6.76,101.2,12,Critical,0.2578876854332023,1923,13179,6,Monitor
50,4.35,Fiberglass,API 5L X52,300,17.7,19.18,3.69,84.83,17,Moderate,0.13935607407282413,1479,11115,5,Monitor
400,16.15,PVC,API 5L X65,600,89.6,3.36,6.01,37.21,3,Critical,0.8349302367992991,1014,5459,2,Immediate Repair
800,28.05,HDPE,API 5L X52,150,52.0,8.76,0.42,1.5,4,Normal,0.9844021807035521,736,12568,7,Immediate Repair
1200,18.36,Fiberglass,API 5L X42,900,-2.2,16.53,6.54,35.62,21,Critical,0.5256901823026858,1802,9646,4,Schedule Inspection
100,5.83,Carbon Steel,ASTM A333 Grade 6,150,46.4,15.07,1.24,21.27,5,Normal,0.1716792858483035,847,5392,1,Monitor
1000,22.79,Fiberglass,API 5L X65,600,24.3,11.82,8.22,36.07,2,Critical,0.27230732651936895,1126,17130,4,Monitor
300,12.24,Fiberglass,API 5L X42,300,24.6,9.53,4.75,38.81,20,Moderate,0.018390676547466733,1627,6787,6,Monitor
100,4.29,Fiberglass,ASTM A106 Grade B,600,142.7,14.33,4.17,97.2,17,Moderate,0.914298806560499,1129,18132,7,Immediate Repair
400,11.94,PVC,ASTM A333 Grade 6,300,11.7,15.29,1.67,13.99,12,Normal,0.11775108289014113,1771,12374,7,Monitor
200,7.19,Carbon Steel,ASTM A106 Grade B,300,11.7,1.68,3.99,55.49,7,Moderate,0.5765164755142536,863,15449,7,Schedule Inspection
600,23.85,Fiberglass,ASTM A106 Grade B,2500,49.6,5.78,1.82,7.63,1,Normal,0.274055220687206,820,6138,3,Monitor
1500,48.84,Fiberglass,API 5L X42,2500,52.1,3.51,9.8,20.07,23,Critical,0.5541780025157934,785,17000,6,Schedule Inspection
250,9.25,Carbon Steel,ASTM A106 Grade B,300,74.2,3.69,2.64,28.54,6,Moderate,0.6514203883518642,648,9741,8,Schedule Inspection
600,29.46,PVC,ASTM A333 Grade 6,600,46.6,11.64,0.45,1.53,5,Normal,0.8297418037072016,1607,12418,4,Immediate Repair
500,11.26,Stainless Steel,API 5L X42,1500,77.9,14.86,8.67,77.0,14,Critical,0.2064212717606032,905,11362,8,Monitor
200,12.0,PVC,API 5L X52,2500,1.0,6.49,8.78,73.17,17,Critical,0.010995828658480478,1477,7454,2,Monitor
250,10.56,Carbon Steel,API 5L X42,150,116.2,7.59,4.16,39.39,24,Moderate,0.13688563006880727,955,14658,9,Monitor
600,10.09,Stainless Steel,ASTM A333 Grade 6,300,-20.1,3.04,6.15,60.95,14,Critical,0.9000186418481051,1299,8674,9,Immediate Repair
200,10.57,Carbon Steel,API 5L X52,900,98.1,0.33,6.77,64.05,12,Critical,0.8738900775625152,1684,6377,8,Immediate Repair
1500,45.56,Fiberglass,ASTM A106 Grade B,600,138.5,15.72,8.79,19.29,4,Critical,0.5974131021703083,1512,11701,1,Schedule Inspection
250,8.27,Fiberglass,ASTM A106 Grade B,1500,38.7,3.44,8.04,97.22,17,Critical,0.6005168604336534,1283,7597,2,Schedule Inspection
1500,48.66,PVC,API 5L X52,150,-6.2,5.48,5.24,10.77,6,Critical,0.6650366745462555,959,5141,6,Schedule Inspection
50,5.24,Fiberglass,API 5L X65,150,79.6,12.7,0.08,1.53,7,Normal,0.1753712786234496,1237,7659,5,Monitor
150,8.31,Carbon Steel,API 5L X42,900,-16.7,2.76,7.64,91.94,4,Critical,0.9144119459249598,1008,9596,9,Immediate Repair
250,9.37,PVC,ASTM A333 Grade 6,2500,54.6,7.99,8.96,95.62,16,Critical,0.4187705248920731,980,14031,5,Schedule Inspection
400,19.06,Fiberglass,ASTM A333 Grade 6,2500,63.1,2.78,2.18,11.44,23,Moderate,0.38313852824949746,613,16810,2,Monitor
1000,22.01,Fiberglass,ASTM A333 Grade 6,300,12.7,9.65,8.81,40.03,15,Critical,0.5189177052828375,1248,18970,4,Schedule Inspection
1200,30.98,Fiberglass,API 5L X52,300,82.6,12.91,2.38,7.68,18,Moderate,0.046965966775055046,860,10661,9,Monitor
1000,21.91,HDPE,API 5L X52,150,105.7,14.23,0.76,3.47,7,Normal,0.1662833687560794,840,11142,1,Monitor
800,24.25,Carbon Steel,API 5L X52,150,-28.4,8.1,8.04,33.15,9,Critical,0.7380336164263704,1269,17109,1,Immediate Repair
300,17.77,PVC,ASTM A333 Grade 6,600,74.0,12.62,5.54,31.18,9,Critical,0.08279866792512647,1260,10626,7,Monitor
800,30.5,Stainless Steel,API 5L X52,2500,60.4,9.08,3.44,11.28,23,Moderate,0.6031521094663882,1468,13787,3,Schedule Inspection
1500,47.92,Fiberglass,API 5L X52,600,63.2,1.66,7.53,15.71,17,Critical,0.24534910968132095,948,15096,2,Monitor
600,29.21,PVC,API 5L X65,900,1.6,14.94,5.67,19.41,3,Critical,0.38929561404197655,1334,13472,9,Monitor
100,4.31,HDPE,ASTM A106 Grade B,600,30.5,15.37,2.58,59.86,11,Moderate,0.28869373677069987,1703,5423,3,Monitor
800,29.61,Fiberglass,ASTM A106 Grade B,2500,-7.2,5.57,9.94,33.57,11,Critical,0.35567271646494913,1930,11999,2,Monitor
250,7.35,PVC,API 5L X65,900,43.5,14.63,2.84,38.64,6,Moderate,0.7190459051842455,1719,17557,8,Immediate Repair
100,6.37,Carbon Steel,API 5L X42,900,37.8,2.89,7.99,125.43,13,Critical,0.297121715623175,1989,9249,6,Monitor
600,23.46,Fiberglass,API 5L X42,900,2.8,13.95,6.4,27.28,1,Critical,0.5664046402968972,810,19949,6,Schedule Inspection
300,8.96,Fiberglass,API 5L X52,2500,43.2,3.8,1.19,13.28,12,Normal,0.47605040219909966,761,6750,7,Schedule Inspection
300,9.71,Fiberglass,ASTM A106 Grade B,1500,-22.9,8.9,4.15,42.74,10,Moderate,0.6636711653626481,1942,9757,7,Schedule Inspection
400,9.89,HDPE,ASTM A106 Grade B,1500,11.0,16.31,0.86,8.7,19,Normal,0.936829739324758,905,6967,6,Immediate Repair
150,7.34,Fiberglass,API 5L X52,1500,16.9,6.6,3.21,43.73,16,Moderate,0.7325720972102503,642,9088,4,Immediate Repair
150,5.98,Carbon Steel,API 5L X42,1500,-7.2,11.61,6.32,105.69,1,Critical,0.21494037859075676,841,9178,9,Monitor
500,17.56,Stainless Steel,API 5L X65,300,19.4,17.52,6.12,34.85,20,Critical,0.031183135061284672,1839,12789,6,Monitor
400,18.18,Carbon Steel,API 5L X52,600,133.9,2.06,1.64,9.02,23,Normal,0.2622640442998251,1624,7946,4,Monitor
200,8.29,PVC,ASTM A333 Grade 6,1500,58.0,4.73,1.65,19.9,10,Normal,0.5950779307002548,743,14641,3,Schedule Inspection
500,22.11,Fiberglass,ASTM A106 Grade B,600,35.1,10.4,3.0,13.57,8,Moderate,0.05142581348425035,989,10394,4,Monitor
